Smiles,IDs,IC50 Count,Kd Count,EC50 Count,pIC50 Min,pIC50 Max,pIC50 Mean,pIC50 Median,pKd Min,pKd Max,pKd Mean,pKd Median,pEC50 Min,pEC50 Max,pEC50 Mean,pEC50 Median,Phenotype,Modulator
CC(=O)c1c(N(CCCF)S(=O)(=O)c2ccccc2)sc2ccccc12,433846,1,0,0,7.886056648,7.886056648,7.886056648,7.886056648,,,,,,,,,Active,Antagonist
CC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2cc3ccccc3s2)cc1,433418,1,0,0,7.156144577,7.156144577,7.156144577,7.156144577,,,,,,,,,Active,Antagonist
CC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2Br)cc1,433421,1,0,0,7.958607315,7.958607315,7.958607315,7.958607315,,,,,,,,,Active,Antagonist
CC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C(C)(C)O)cc1,433482,1,0,0,8,8,8,8,,,,,,,,,Active,Antagonist
CC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C)cc1,433455,1,0,0,8.065501549,8.065501549,8.065501549,8.065501549,,,,,,,,,Active,Antagonist
CC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C)cc1,"291777, CHEMBL3687326",2,0,0,7.022276395,7.022276395,7.022276395,7.022276395,,,,,,,,,Active,Antagonist
CC(=O)c1ccc(S(=O)(=O)N(CCCC(F)(F)F)c2sc3ccccc3c2C)cc1,433454,1,0,0,7.673664139,7.673664139,7.673664139,7.673664139,,,,,,,,,Active,Antagonist
CC(=O)c1sc(-c2cccc(F)c2)nc1O,"136993033, CHEMBL5284655, 1060726",3,0,0,6.018634491,9.018634491,7.018634491,6.018634491,,,,,,,,,Active,Antagonist
CC(=O)CCCN(c1sc2ccccc2c1Br)S(=O)(=O)c1ccccc1,433376,1,0,0,7.563837353,7.563837353,7.563837353,7.563837353,,,,,,,,,Active,Antagonist
CC(=O)Nc1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccccc2)sc2ccccc12,433576,1,0,0,7.494850022,7.494850022,7.494850022,7.494850022,,,,,,,,,Active,Antagonist
CC(=O)Nc1ccc(CN(c2ncc(C(F)(F)F)cc2Cl)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1,"118719636, CHEMBL3353604, 50253291",3,0,0,4.739546982,7.739546982,5.739546982,4.739546982,,,,,,,,,Inactive,Antagonist
CC(=O)Nc1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C)cc1Cl,433443,1,0,0,7.823908741,7.823908741,7.823908741,7.823908741,,,,,,,,,Active,Antagonist
CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,"53361524, 50653188, CHEMBL1813048",3,0,0,4.698970004,7.698970004,5.698970004,4.698970004,,,,,,,,,Inactive,Antagonist
CC(=O)NCc1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)cc1,446708,1,0,0,7.621602099,7.621602099,7.621602099,7.621602099,,,,,,,,,Active,Antagonist
CC(=O)OC/C=C(/C)CCC=C(C)C,50254058,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(=O)OC/C=C(\C)CCC=C(C)C,50254157,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(=O)OCCC(C)CCC=C(C)C,50254075,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)(C)c1cc(-c2nc3cc(-c4ccccc4C(F)(F)F)nc(Cl)c3[nH]2)on1,"508333, 421552",2,0,0,7.552841969,7.552841969,7.552841969,7.552841969,,,,,,,,,Active,Antagonist
CC(C)(C)c1cc(-c2nc3ccc(-c4ccccc4OC(F)(F)F)nc3[nH]2)on1,508296,1,0,0,7.455931956,7.455931956,7.455931956,7.455931956,,,,,,,,,Active,Antagonist
CC(C)(C)c1cc(-c2nc3nc(-c4ccccc4C(F)(F)F)cc(C(F)(F)F)c3[nH]2)on1,"508280, 421499",2,0,0,7.795880017,7.795880017,7.795880017,7.795880017,,,,,,,,,Active,Antagonist
CC(C)(C)c1cc(-c2nc3nc(-c4ccccc4C(F)(F)F)cc(Cl)c3[nH]2)on1,"508277, 421496",2,0,0,7.420216403,7.420216403,7.420216403,7.420216403,,,,,,,,,Active,Antagonist
CC(C)(C)c1cc(-c2nc3nc(-c4ccccc4C(F)(F)F)ccc3[nH]2)on1,"508301, 421520",2,0,0,7.744727495,7.744727495,7.744727495,7.744727495,,,,,,,,,Active,Antagonist
CC(C)(C)c1cc(-c2nc3nc(-c4ccccc4Cl)ccc3[nH]2)on1,421515,1,0,0,7.455931956,7.455931956,7.455931956,7.455931956,,,,,,,,,Active,Antagonist
CC(C)(C)c1cc(-c2nc3nc(-c4ccccc4F)ccc3[nH]2)on1,"508300, 421519",2,0,0,7.060480747,7.060480747,7.060480747,7.060480747,,,,,,,,,Active,Antagonist
CC(C)(C)c1cc(-c2nc3nc(-c4ccccc4OC(F)(F)F)ccc3[nH]2)on1,"508299, 421518",2,0,0,7.48148606,7.48148606,7.48148606,7.48148606,,,,,,,,,Active,Antagonist
CC(C)(C)c1ccc(CN(c2ncc(C(F)(F)F)cc2Cl)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1,"49784028, CHEMBL3353600, 50253284",3,0,0,9.017728767,12.01772877,10.01772877,9.017728767,,,,,,,,,Active,Antagonist
CC(C)(C)c1ccc(NC(=O)N2CCN(c3ncccc3Cl)CC2)cc1,"9929425, 9929425, CHEMBL441472, 51135381, 50487932, CHEMBL441472, 51081591",7,0,0,6.096910013,9.32330639,7.083422228,6.32330639,,,,,,,,,Active,Antagonist
CC(C)(C)c1cccc(NC(=O)/C=C/c2cccc([N+](=O)[O-])c2)c1,50333202,1,0,0,6.22184875,6.22184875,6.22184875,6.22184875,,,,,,,,,Active,Antagonist
CC(C)(C)c1noc(-c2nc3cc(-c4ccccc4C(F)(F)F)nc(N4CCOCC4)c3[nH]2)c1C#N,"508328, 421547",2,0,0,7.853871964,7.853871964,7.853871964,7.853871964,,,,,,,,,Active,Antagonist
CC(C)(C)NC(=O)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1,"CHEMBL3235967, 50086633, 50086612",3,0,0,7.346787486,7.431798276,7.403461346,7.431798276,,,,,,,,,Active,Antagonist
CC(C)(C)NC(=O)N1CCc2ccccc2C1c1ccc(C(F)(F)F)cc1,59536331,1,0,0,10.43179828,10.43179828,10.43179828,10.43179828,,,,,,,,,Active,Antagonist
CC(C)(C)OC(=O)N1CCC(CN(c2sc3ccccc3c2Cl)S(=O)(=O)c2ccccc2)CC1,433239,1,0,0,7.677780705,7.677780705,7.677780705,7.677780705,,,,,,,,,Active,Antagonist
CC(C)(C)OC(=O)N1CCCC1CN(c1sc2ccccc2c1Cl)S(=O)(=O)c1ccccc1,433238,1,0,0,6.688246139,6.688246139,6.688246139,6.688246139,,,,,,,,,Active,Antagonist
CC(C)(C)OC(=O)NCCN(c1sc2ccccc2c1Cl)S(=O)(=O)c1ccccc1,433235,1,0,0,7.27572413,7.27572413,7.27572413,7.27572413,,,,,,,,,Active,Antagonist
CC(C)(C)OCCCN(c1sc2ccccc2c1Br)S(=O)(=O)c1ccc(C(=O)O)cc1,433489,1,0,0,8.096910013,8.096910013,8.096910013,8.096910013,,,,,,,,,Active,Antagonist
CC(C)(C)OCCN(c1sc2ccccc2c1Br)S(=O)(=O)c1ccc(C(=O)O)cc1,433394,1,0,0,8.522878745,8.522878745,8.522878745,8.522878745,,,,,,,,,Active,Antagonist
CC(C)(C)OCCN(c1sc2ccccc2c1Br)S(=O)(=O)c1ccccc1,433360,1,0,0,8,8,8,8,,,,,,,,,Active,Antagonist
CC(C)(C)OCCN(c1sc2ccccc2c1Cl)S(=O)(=O)c1ccccc1,433230,1,0,0,7.823908741,7.823908741,7.823908741,7.823908741,,,,,,,,,Active,Antagonist
CC(C)(c1ccc(CN(c2ncc(C(F)(F)F)cc2Cl)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1)C(F)(F)F,"49784335, CHEMBL3353601, 50253286",3,0,0,8.48148606,11.48148606,9.48148606,8.48148606,,,,,,,,,Active,Antagonist
CC(C)(c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1,"122178105, CHEMBL3577899, 50342166",3,0,0,5,8,6,5,,,,,,,,,Inactive,Antagonist
CC(C)(O)C1=C(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccccc2)S(=O)(=O)c2ccccc21,433540,1,0,0,7.585026652,7.585026652,7.585026652,7.585026652,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccc(Br)cc2)sc2ccccc12,433481,1,0,0,7.721246399,7.721246399,7.721246399,7.721246399,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433464,1,0,0,9.096910013,9.096910013,9.096910013,9.096910013,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccccc2)sc2ccccc12,433425,1,0,0,8,8,8,8,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(Cc2ccc(F)c(Cl)c2)S(=O)(=O)c2ccc(Br)cc2)sc2ccccc12,433764,1,0,0,7.524328812,7.524328812,7.524328812,7.524328812,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(Cc2ccc(F)cc2)S(=O)(=O)c2ccc(Br)cc2)sc2ccccc12,433761,1,0,0,8.013228266,8.013228266,8.013228266,8.013228266,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(Br)cc2)sc2ccccc12,433762,1,0,0,7.571865206,7.571865206,7.571865206,7.571865206,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433799,1,0,0,8.522878745,8.522878745,8.522878745,8.522878745,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(Cc2ccccc2)S(=O)(=O)c2ccc(Br)cc2)sc2ccccc12,433763,1,0,0,7.764471553,7.764471553,7.764471553,7.764471553,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(CCC(F)(F)F)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433573,1,0,0,7.619788758,7.619788758,7.619788758,7.619788758,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(CCC2CC2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433696,1,0,0,8.124938737,8.124938737,8.124938737,8.124938737,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(Br)cc2)sc2ccccc12,433695,1,0,0,7.270025714,7.270025714,7.270025714,7.270025714,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433697,1,0,0,8.366531544,8.366531544,8.366531544,8.366531544,,,,,,,,,Active,Antagonist
CC(C)(O)c1c(N(CCCF)S(=O)(=O)c2ccccc2)sc2ccccc12,433843,1,0,0,7.823908741,7.823908741,7.823908741,7.823908741,,,,,,,,,Active,Antagonist
CC(C)(O)c1ccccc1-c1ccc2nc(C3=NOC4(CCCCC4)C3)[nH]c2c1,50920016,1,0,0,8.102372909,8.102372909,8.102372909,8.102372909,,,,,,,,,Active,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1C(=O)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,"51525203, CHEMBL5271325",0,0,2,,,,,,,,,5.397940009,5.397940009,5.397940009,5.397940009,Inactive,Agonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1C(=O)NCC(NC(=O)[C@H](C)N)c1ccccc1,"CHEMBL5275109, 51525200",0,0,2,,,,,,,,,5.301029996,5.301029996,5.301029996,5.301029996,Inactive,Agonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)c1ccc(C(C)(C)C)cc1,"50575120, 50162266",2,0,0,4.010550182,4.216096421,4.113323301,4.113323301,,,,,,,,,Inactive,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)c1ccc(-c2ccccc2)cc1,"50162259, 50575122, 51379482, 51379483, CHEMBL1094770, 51379484, CHEMBL1094770, 51379480, CHEMBL1094770, 51379481",10,0,0,5.744727495,7.698970004,6.420264357,6.15490196,,,,,,,,,Active,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)c1ccc(Cl)cc1,"50575092, 50162214",2,0,0,6.15490196,6.15490196,6.15490196,6.15490196,,,,,,,,,Active,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)c1cccc(Cl)c1,"50575125, 50162215",2,0,0,5.552841969,5.677780705,5.615311337,5.615311337,,,,,,,,,Inactive,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)CCCCCCc1ccccc1,"50575123, 50162258",2,0,0,6.397940009,6.397940009,6.397940009,6.397940009,,,,,,,,,Active,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)CCCCCCCc1ccccc1,"50162257, 50575124",2,0,0,6.301029996,6.397940009,6.349485003,6.349485003,,,,,,,,,Active,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)NC12CC3CC(CC(C3)C1)C2,"50575082, 50162267",2,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)NCCc1cc2cc(O)ccc2[nH]1,"50162263, 50575083",2,0,0,4.508638306,4.801342913,4.65499061,4.65499061,,,,,,,,,Inactive,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)Oc1ccc(C(C)(C)C)cc1,"50575098, 50162226",2,0,0,7,7,7,7,,,,,,,,,Active,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)Oc1ccc(C(F)(F)F)cc1,"50162230, 50575074",2,0,0,6.15490196,6.698970004,6.426935982,6.426935982,,,,,,,,,Active,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)Oc1ccc(-c2ccccc2)cc1,"50162231, 50575078",2,0,0,5.13076828,6.15490196,5.64283512,5.64283512,,,,,,,,,Inactive,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)Oc1ccc(Cl)cc1,"50162248, 50575080",2,0,0,5.387216143,6.096910013,5.742063078,5.742063078,,,,,,,,,Inactive,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)Oc1cccc(C(C)(C)C)c1,"50162223, 50575097",2,0,0,5.229147988,5.48148606,5.355317024,5.355317024,,,,,,,,,Inactive,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)Oc1cccc(C(F)(F)F)c1,"50162234, 50575073",2,0,0,6.22184875,6.522878745,6.372363748,6.372363748,,,,,,,,,Active,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)Oc1cccc(-c2ccccc2)c1,"50162224, 50575077",2,0,0,5.823908741,7.301029996,6.562469369,6.562469369,,,,,,,,,Active,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1NC(=O)Oc1cccc(Cl)c1,"50575079, 50162254",2,0,0,5.823908741,6.301029996,6.062469369,6.062469369,,,,,,,,,Active,Antagonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,"50487934, CHEMBL470670, 51525205, 51036995, CHEMBL470670, 50894108, 1189561, 51081994, 51036993, 51036994",1,1,8,4.036212173,4.036212173,4.036212173,4.036212173,4.841637508,4.841637508,4.841637508,4.841637508,4.124938737,5.522878745,4.75508633,4.766640314,Inactive,Agonist
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@@H](C)O,"CHEMBL5286794, 51525206",0,0,2,,,,,,,,,3.795880017,3.795880017,3.795880017,3.795880017,Inactive,Agonist
CC(C)=CCC/C(C)=C/CNC(=O)Cc1ccc(Cl)cc1,50254020,1,0,0,5.420216403,5.420216403,5.420216403,5.420216403,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/CNC(=O)CCc1ccccc1,50254021,1,0,0,5.259637311,5.259637311,5.259637311,5.259637311,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/CNC(=O)Nc1ccc(C(C)(C)C)cc1,50254056,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/CNC(=O)Nc1cccc(Cl)c1,50254022,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/CNC(=O)NC1CCCCC1,50254023,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/CNC(=O)Oc1ccc(C(C)(C)C)cc1,50254055,1,0,0,4.062983893,4.062983893,4.062983893,4.062983893,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/CO,"CHEMBL25719, 50253920, 50253929",1,0,2,4,4,4,4,,,,,2.229147988,2.229147988,2.229147988,2.229147988,Inactive,Agonist
CC(C)=CCC/C(C)=C/COC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,50254015,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/COC(=O)c1ccc(C#N)cc1,50254014,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/COC(=O)c1ccc(C)cc1,50254158,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/COC(=O)c1cccc(C)c1,50254013,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/COC(=O)Cc1ccc(C)cc1,50254016,1,0,0,5.236572006,5.236572006,5.236572006,5.236572006,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/COC(=O)Cc1ccc(Cl)cc1,50254017,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C/COC(=O)CCc1ccccc1,50254019,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C\CNC(=O)Cc1ccc(Cl)cc1,50254068,1,0,0,5.657577319,5.657577319,5.657577319,5.657577319,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C\CNC(=O)CCc1ccccc1,50254069,1,0,0,5.657577319,5.657577319,5.657577319,5.657577319,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C\CNC(=O)Nc1cccc(Cl)c1,50254070,1,0,0,6.148741651,6.148741651,6.148741651,6.148741651,,,,,,,,,Active,Antagonist
CC(C)=CCC/C(C)=C\CNC(=O)NC1CCCCC1,50254071,1,0,0,4.522878745,4.522878745,4.522878745,4.522878745,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C\CNC(=O)Oc1ccc(C(C)(C)C)cc1,50254072,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C\CO,50254057,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C\COC(=O)c1ccc(C#N)cc1,50254061,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C\COC(=O)c1ccc(C)cc1,50254059,1,0,0,5.920818754,5.920818754,5.920818754,5.920818754,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C\COC(=O)c1cccc(C)c1,50254060,1,0,0,4.511449283,4.511449283,4.511449283,4.511449283,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C\COC(=O)Cc1ccc(C)cc1,50254062,1,0,0,6.552841969,6.552841969,6.552841969,6.552841969,,,,,,,,,Active,Antagonist
CC(C)=CCC/C(C)=C\COC(=O)Cc1ccc(Cl)cc1,50254063,1,0,0,6.124938737,6.124938737,6.124938737,6.124938737,,,,,,,,,Active,Antagonist
CC(C)=CCC/C(C)=C\COC(=O)Cc1ccc2ccccc2c1,50254066,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C\COC(=O)Cc1cccc(I)c1,50254065,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCC/C(C)=C\COC(=O)CCc1ccccc1,50254067,1,0,0,6.537602002,6.537602002,6.537602002,6.537602002,,,,,,,,,Active,Antagonist
CC(C)=CCC/C(C)=C\COC(=O)Nc1ccc(C(C)(C)C)cc1,50254073,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCCC(C)=CCO,637566,0,0,1,,,,,,,,,5.229147988,5.229147988,5.229147988,5.229147988,Inactive,Agonist
CC(C)=CCCC(C)CCO,50254074,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCCC(C)CCOC(=O)c1ccc(C)cc1,50254076,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)=CCCC(C)CCOC(=O)Cc1ccc(C)cc1,50254077,1,0,0,5.619788758,5.619788758,5.619788758,5.619788758,,,,,,,,,Inactive,Antagonist
CC(C)=CCCC(C)CCOC(=O)Cc1ccc(Cl)cc1,50254078,1,0,0,6.080921908,6.080921908,6.080921908,6.080921908,,,,,,,,,Active,Antagonist
CC(C)=CCCC(C)CCOC(=O)CCc1ccccc1,50254079,1,0,0,4,4,4,4,,,,,,,,,Inactive,Antagonist
CC(C)C(=O)c1sc(-c2cccc(F)c2)nc1O,"136993021, CHEMBL5280897, 1060727",3,0,0,6.524328812,9.524328812,7.524328812,6.524328812,,,,,,,,,Active,Antagonist
CC(C)C(=O)N1CCc2sccc2C1c1ccc(C(F)(F)F)cc1,50934302,1,0,0,5.899629455,5.899629455,5.899629455,5.899629455,,,,,,,,,Inactive,Antagonist
CC(C)C[C@@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N12,51345610,1,0,0,5.387216143,5.387216143,5.387216143,5.387216143,,,,,,,,,Inactive,Antagonist
CC(C)C[C@@H]1N[C@H](C(=O)NCc2ccc(F)cc2)Cc2c1[nH]c1ccccc21,51345601,1,0,0,5.207608311,5.207608311,5.207608311,5.207608311,,,,,,,,,Inactive,Antagonist
CC(C)C[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N21,51345611,1,0,0,5.886056648,5.886056648,5.886056648,5.886056648,,,,,,,,,Inactive,Antagonist
CC(C)C[C@H]1N[C@H](C(=O)NCc2ccc(F)cc2)Cc2c1[nH]c1ccccc21,51345600,1,0,0,5.337242168,5.337242168,5.337242168,5.337242168,,,,,,,,,Inactive,Antagonist
CC(C)c1c(N(Cc2ccc(C(F)(F)F)c(F)c2)S(=O)(=O)c2ccccc2)nc2ccccn12,309563,1,0,0,8.183096161,8.183096161,8.183096161,8.183096161,,,,,,,,,Active,Antagonist
CC(C)c1c(N(Cc2ccc(C(F)(F)F)cc2)S(=O)(=O)c2ccccc2)nc2ccccn12,309565,1,0,0,8.496209317,8.496209317,8.496209317,8.496209317,,,,,,,,,Active,Antagonist
CC(C)c1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433625,1,0,0,8.744727495,8.744727495,8.744727495,8.744727495,,,,,,,,,Active,Antagonist
CC(C)c1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccccc2)nc2ccccn12,309562,1,0,0,7.910094889,7.910094889,7.910094889,7.910094889,,,,,,,,,Active,Antagonist
CC(C)c1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccccc2)sc2ccccc12,433610,1,0,0,8.13076828,8.13076828,8.13076828,8.13076828,,,,,,,,,Active,Antagonist
CC(C)c1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)nc2ccccn12,216172,1,0,0,8.63638802,8.63638802,8.63638802,8.63638802,,,,,,,,,Active,Antagonist
CC(C)c1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,"CHEMBL3687398, 291851",2,0,0,8.251811973,8.251811973,8.251811973,8.251811973,,,,,,,,,Active,Antagonist
CC(C)c1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccccc2)nc2ccccn12,309564,1,0,0,8.025488307,8.025488307,8.025488307,8.025488307,,,,,,,,,Active,Antagonist
CC(C)c1c(N(Cc2cccc(C(F)(F)F)c2)S(=O)(=O)c2ccccc2)nc2ccccn12,309566,1,0,0,8.101274818,8.101274818,8.101274818,8.101274818,,,,,,,,,Active,Antagonist
CC(C)c1c(N(CCC2CC2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433626,1,0,0,7.987162775,7.987162775,7.987162775,7.987162775,,,,,,,,,Active,Antagonist
CC(C)c1c(N(CCC2CC2)S(=O)(=O)c2ccccc2)sc2ccccc12,433611,1,0,0,7.539102157,7.539102157,7.539102157,7.539102157,,,,,,,,,Active,Antagonist
CC(C)c1c(N(CCCCC(F)(F)F)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12,433627,1,0,0,8.619788758,8.619788758,8.619788758,8.619788758,,,,,,,,,Active,Antagonist
CC(C)c1cc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C(F)(F)F)ccc1C(=O)O,446754,1,0,0,8.180456064,8.180456064,8.180456064,8.180456064,,,,,,,,,Active,Antagonist
CC(C)c1cc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)ccc1C(=O)O,446742,1,0,0,8.251811973,8.251811973,8.251811973,8.251811973,,,,,,,,,Active,Antagonist
CC(C)c1ccc(-c2csc(NC(=O)Cc3cccc4c3c(=O)n(C)c(=O)n4C)n2)cc1,343236,1,0,0,5,5,5,5,,,,,,,,,Inactive,Antagonist
CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,"1150897, CHEMBL1086310, 50912903",3,0,0,4.522878745,7.522878745,5.522878745,4.522878745,,,,,,,,,Inactive,Antagonist
CC(C)c1cccc(NC(=O)/C=C/c2cccc([N+](=O)[O-])c2)c1,50333197,1,0,0,6.769551079,6.769551079,6.769551079,6.769551079,,,,,,,,,Active,Antagonist
CC(C)c1cccc(NC(=O)N2CCC[C@H]2c2ncc(-c3ccccc3)s2)c1,"CHEMBL5181908, 51499678",2,0,0,5.127843727,5.127843727,5.127843727,5.127843727,,,,,,,,,Inactive,Antagonist
CC(C)c1cccc(NC(=O)N2CCCC2c2ncc(-c3ccccc3)s2)c1,163322232,1,0,0,8.127843727,8.127843727,8.127843727,8.127843727,,,,,,,,,Active,Antagonist
